normalized_artists,normalized_title,source_position,video_id,video_url,original_artists,original_title,album,duration_seconds,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,tempo,time_sig,key_of,mode,open_key,danceability,acousticness,match_score,match_status
Cocteau Twins,Frou-frou Foxes in Midsummer Fires,408,qgffvFM1J-Q,https://music.youtube.com/watch?v=qgffvFM1J-Q,Cocteau Twins,Frou-frou Foxes in Midsummer Fires,Heaven or Las Vegas,339,zKxx8,Frou-Frou Foxes in Midsummer Fires,Cocteau Twins,https://getsongbpm.com/song/frou-frou-foxes-in-midsummer-fires/zKxx8,160,4/4,A♯,major,11d,41,1,1.0000,matched
Engelbert Humperdinck,The Way It Used To Be,414,9CcOhE2qHzQ,https://music.youtube.com/watch?v=9CcOhE2qHzQ,Engelbert Humperdinck,The Way It Used To Be,Engelbert,194,1rq2lG,The Way It Used to Be,Engelbert Humperdinck,https://getsongbpm.com/song/the-way-it-used-to-be/1rq2lG,98,3/4,G♯,major,9d,40,74,1.0000,matched
Radiohead,Fake Plastic Trees,417,6gDhsUWCHrg,https://music.youtube.com/watch?v=6gDhsUWCHrg,Radiohead,Fake Plastic Trees,The Bends,291,rkzjk,Fake Plastic Trees,Radiohead,https://getsongbpm.com/song/fake-plastic-trees/rkzjk,74,4/4,A,major,4d,46,17,1.0000,matched
Mgła,Exercises in Futility III,418,u8HX_5I83cI,https://music.youtube.com/watch?v=u8HX_5I83cI,Mgła,Exercises in Futility III,Exercises in Futility,278,WQ1ADv,Exercises in Futility III,Mgła,https://getsongbpm.com/song/exercises-in-futility-iii/WQ1ADv,175,4/4,F♯m,minor,4m,10,1,1.0000,matched
Deftones,Drive,422,zWfGYAgqLLI,https://music.youtube.com/watch?v=zWfGYAgqLLI,Deftones,Drive,Saturday Night Wrist,291,BPz0N,Be Quiet and Drive (Far Away),Deftones,https://getsongbpm.com/song/be-quiet-and-drive-far-away/BPz0N,92,4/4,C♯,major,8d,21,1,0.8664,matched
Deftones,Xerces,428,4zFWCybibv0,https://music.youtube.com/watch?v=4zFWCybibv0,Deftones,Xerces,Saturday Night Wrist,222,xkzwDE,Xerces,Deftones,https://getsongbpm.com/song/xerces/xkzwDE,117,4/4,Gm,minor,11m,55,1,1.0000,matched
Andy Williams,(Where Do I Begin) Love Story,429,_ek7ZdZbovM,https://music.youtube.com/watch?v=_ek7ZdZbovM,Andy Williams,(Where Do I Begin) Love Story,Greatest Hits Volume II,194,KEW9n,(Where Do I Begin) Love Story,Andy Williams,https://getsongbpm.com/song/where-do-i-begin-love-story/KEW9n,84,4/4,F♯,major,7d,26,52,0.9394,matched
Frank Sinatra,This Is My Love,430,emBtrO0cHM4,https://music.youtube.com/watch?v=emBtrO0cHM4,Frank Sinatra,This Is My Love,The World We Knew,217,pY6N4N,This Is My Love,Frank Sinatra,https://getsongbpm.com/song/this-is-my-love/pY6N4N,80,4/4,B,major,6d,17,95,1.0000,matched
Deftones,Around the Fur,433,AFVNrox01SM,https://music.youtube.com/watch?v=AFVNrox01SM,Deftones,Around the Fur,Around the Fur,212,z70jm,Around the Fur,Deftones,https://getsongbpm.com/song/around-the-fur/z70jm,79,4/4,Fm,minor,9m,45,1,1.0000,matched
The Veils,Total Depravity,435,aNFnmj8qqXE,https://music.youtube.com/watch?v=aNFnmj8qqXE,The Veils,Total Depravity,Total Depravity,305,qQEBVD,Total Depravity,The Veils,https://getsongbpm.com/song/total-depravity/qQEBVD,105,3/4,C,major,1d,62,1,1.0000,matched
KMFDM,I Am What I Am,436,k0OdQfWZmoQ,https://music.youtube.com/watch?v=k0OdQfWZmoQ,KMFDM,I Am What I Am,Tohuvabohu,292,gJWoRr,I Am What I Am,KMFDM,https://getsongbpm.com/song/i-am-what-i-am/gJWoRr,147,4/4,Bm,minor,3m,49,1,1.0000,matched
Rob Zombie,Meet The Creeper,437,x0ztEcBMBfo,https://music.youtube.com/watch?v=x0ztEcBMBfo,Rob Zombie,Meet The Creeper,Hellbilly Deluxe,194,KOgR,Meet the Creeper,Rob Zombie,https://getsongbpm.com/song/meet-the-creeper/KOgR,117,4/4,Cm,minor,10m,53,1,1.0000,matched
My Chemical Romance,The Ghost of You,440,D66_NiTJSTc,https://music.youtube.com/watch?v=D66_NiTJSTc,My Chemical Romance,The Ghost of You,Three Cheers for Sweet Revenge,195,ZnP56,The Ghost of You,My Chemical Romance,https://getsongbpm.com/song/the-ghost-of-you/ZnP56,144,4/4,Bm,minor,3m,21,3,1.0000,matched
Slipknot,Diluted,441,2wfNavmIDdk,https://music.youtube.com/watch?v=2wfNavmIDdk,Slipknot,Diluted,Slipknot,204,Rgp2Y,Diluted,Slipknot,https://getsongbpm.com/song/diluted/Rgp2Y,158,4/4,C♯,major,8d,30,2,1.0000,matched
System Of A Down,Revenga,442,qOl7m52TQk8,https://music.youtube.com/watch?v=qOl7m52TQk8,System Of A Down,Revenga,Mezmerize,229,p4lWX,Revenga,System of a Down,https://getsongbpm.com/song/revenga/p4lWX,140,4/4,G♯,major,9d,51,1,1.0000,matched
Behemoth,In the Absence Ov Light,443,H89p3nTCxUg,https://music.youtube.com/watch?v=H89p3nTCxUg,Behemoth,In the Absence Ov Light,The Satanist,299,2xO4QA,In the Absence Ov Light,Behemoth,https://getsongbpm.com/song/in-the-absence-ov-light/2xO4QA,127,4/4,F,major,12d,27,1,1.0000,matched
HIM,Sweet Pandemonium,444,F6Hp3kHC0Pw,https://music.youtube.com/watch?v=F6Hp3kHC0Pw,HIM,Sweet Pandemonium,Love Metal,346,jO3o4,Sweet Pandemonium,HIM,https://getsongbpm.com/song/sweet-pandemonium/jO3o4,74,4/4,Am,minor,1m,41,1,1.0000,matched
Deftones,Sextape,445,ygSxsbZPG90,https://music.youtube.com/watch?v=ygSxsbZPG90,Deftones,Sextape,Diamond Eyes (Deluxe),242,pg6MZ6,Sextape,Deftones,https://getsongbpm.com/song/sextape/pg6MZ6,89,4/4,F,major,12d,37,1,0.9904,matched
Deftones,Be Quiet and Drive (Far Away),446,_t1vqLwqbyA,https://music.youtube.com/watch?v=_t1vqLwqbyA,Deftones,Be Quiet and Drive (Far Away),Around the Fur,300,BPz0N,Be Quiet and Drive (Far Away),Deftones,https://getsongbpm.com/song/be-quiet-and-drive-far-away/BPz0N,92,4/4,C♯,major,8d,21,1,1.0000,matched
Rob Zombie,Iron Head (feat. Ozzy Osbourne),447,CQYh0ZnDN1s,https://music.youtube.com/watch?v=CQYh0ZnDN1s,Rob Zombie,Iron Head (feat. Ozzy Osbourne),The Sinister Urge,252,1yyAq,Iron Head,Rob Zombie,https://getsongbpm.com/song/iron-head/1yyAq,102,4/4,F♯,major,7d,53,1,1.0000,matched
Lana Del Rey,Dark Paradise,449,dvSZQ4oMHGM,https://music.youtube.com/watch?v=dvSZQ4oMHGM,Lana Del Rey,Dark Paradise,Born To Die - The Paradise Edition (Special Version),244,PZ8Q92,Dark Paradise,Lana Del Rey,https://getsongbpm.com/song/dark-paradise/PZ8Q92,117,4/4,C♯m,minor,5m,60,10,0.9904,matched
Lana Del Rey,Ultraviolence,450,qycR5RkVa04,https://music.youtube.com/watch?v=qycR5RkVa04,Lana Del Rey,Ultraviolence,Ultraviolence,252,ZYgqyE,Ultraviolence,Lana Del Rey,https://getsongbpm.com/song/ultraviolence/ZYgqyE,79,3/4,Dm,minor,12m,15,28,1.0000,matched
bôa,Duvet (Acoustic),451,KQiz9Wjwh-I,https://music.youtube.com/watch?v=KQiz9Wjwh-I,bôa,Duvet (Acoustic),Twilight,315,NYrZz,Duvet (acoustic),Bôa,https://getsongbpm.com/song/duvet-acoustic/NYrZz,172,4/4,G,major,2d,48,40,1.0000,matched
Deftones,Entombed,452,gEXbHKAuHSg,https://music.youtube.com/watch?v=gEXbHKAuHSg,Deftones,Entombed,Koi No Yokan,300,32gKPr,Entombed,Deftones,https://getsongbpm.com/song/entombed/32gKPr,130,4/4,A♯,major,11d,40,1,1.0000,matched
Basement,Covet,453,LVn5k88DmUM,https://music.youtube.com/watch?v=LVn5k88DmUM,Basement,Covet,Colourmeinkindness,228,AP5gv3,Covet,Basement,https://getsongbpm.com/song/covet/AP5gv3,139,4/4,E,major,5d,43,1,1.0000,matched
The Cranberries,I Still Do,455,vovVgQ2BsTo,https://music.youtube.com/watch?v=vovVgQ2BsTo,The Cranberries,I Still Do,"Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993)",197,6RXgPO,I Still Do,The Cranberries,https://getsongbpm.com/song/i-still-do/6RXgPO,117,4/4,Em,minor,2m,43,27,0.9904,matched
