source_position,video_id,video_url,normalized_artists,normalized_title,original_artists,original_title,album,duration_seconds,key_of,mode,tempo,time_sig,open_key,match_status,match_score,match_reason,metadata_source,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,danceability,acousticness
110,3dsmBiiGTWY,https://music.youtube.com/watch?v=3dsmBiiGTWY,System Of A Down,Spiders,System Of A Down,Spiders,System Of A Down,216,C,minor,68,4/4,10m,matched,1.0000,,GetSongBPM,YEwYY,Spiders,System of a Down,https://getsongbpm.com/song/spiders/YEwYY,46,4
111,0vws00ocWvU,https://music.youtube.com/watch?v=0vws00ocWvU,Lisa Gerrard; Astrid Williamson; Daniel Johns,Estelita,Lisa Gerrard; Astrid Williamson; Daniel Johns,Estelita,Twilight Kingdom,238,F,minor,65,3/4,9m,matched,1.0000,,GetSongBPM,VAj5Go,Estelita,Lisa Gerrard,https://getsongbpm.com/song/estelita/VAj5Go,11,99
112,ysYOJrGpEy0,https://music.youtube.com/watch?v=ysYOJrGpEy0,паліндром,Ніщо,паліндром,Ніщо,Ніщо,353,,,,,,missing,,not_found,,,,,,,
113,cpHr2QH52Lo,https://music.youtube.com/watch?v=cpHr2QH52Lo,Wounded Masquerade,you,Wounded Masquerade,you,razor.deep,206,C,major,197,,,manual_entry,1.0000,,manual,,,,,,
114,oIaL2lkWjBs,https://music.youtube.com/watch?v=oIaL2lkWjBs,Wisp,Guide light,Wisp,Guide light,If Not Winter,228,E,minor,156,,,manual_entry,1.0000,,manual,,,,,,
115,CVi-_fL8jew,https://music.youtube.com/watch?v=CVi-_fL8jew,The Lonely,Drowned (feat. Blade And Bath),The Lonely,Drowned (feat. Blade And Bath),Beyond The Wounds,230,F#,minor,110,,,manual_entry,1.0000,,manual,,,,,,
116,EtIfko_vauo,https://music.youtube.com/watch?v=EtIfko_vauo,Midwife,Song for an Unborn Sun,Midwife,Song for an Unborn Sun,"Like Author, Like Daughter",233,D#,major,85,,,manual_entry,1.0000,,manual,,,,,,
117,FgnKKE-YCLE,https://music.youtube.com/watch?v=FgnKKE-YCLE,My Useless Life,Melancholic Night,My Useless Life,Melancholic Night,On the Edge,193,C,major,106,,,manual_entry,1.0000,,manual,,,,,,
118,wKv6zi7hzzc,https://music.youtube.com/watch?v=wKv6zi7hzzc,CØL,One Last Touch...,CØL,One Last Touch...,One Last Touch...,204,,,,,,missing,,not_found,,,,,,,
119,ELOqwWO8vAc,https://music.youtube.com/watch?v=ELOqwWO8vAc,Rotting Christ,Daimonon Vrosis (Re-recorded),Rotting Christ,Daimonon Vrosis (Re-recorded),Aealo (Re-recorded),301,,,,,,missing,,not_found,,,,,,,
120,VxiY0HXL4q8,https://music.youtube.com/watch?v=VxiY0HXL4q8,Corrosion of Conformity,On Your Way,Corrosion of Conformity,On Your Way,IX,219,A#,minor,115,4/4,8m,matched,1.0000,,GetSongBPM,mOVPkE,On Your Way,Corrosion of Conformity,https://getsongbpm.com/song/on-your-way/mOVPkE,34,1
121,W1c06Ym3A6E,https://music.youtube.com/watch?v=W1c06Ym3A6E,Crowbar,Empty Room,Crowbar,Empty Room,Sonic Excess In Its Purest Form,293,A,minor,104,4/4,1m,matched,1.0000,,GetSongBPM,gnRD6,Empty Room,Crowbar,https://getsongbpm.com/song/empty-room/gnRD6,33,1
125,CTfAn-6trNQ,https://music.youtube.com/watch?v=CTfAn-6trNQ,Diddy Heil Epstein,Full Lyric Video (tiktok audio),Vexy,Diddy Heil Epstein -  Full Lyric Video (tiktok audio),,203,,,,,,missing,,not_found,,,,,,,
126,FzvqjWiQd4U,https://music.youtube.com/watch?v=FzvqjWiQd4U,Cities Last Broadcast; Fractalyst,Imprecise Waltz,Cities Last Broadcast; Fractalyst,Imprecise Waltz,Phantasmora,282,,,,,,missing,,not_found,,,,,,,
127,c776nK4no0Q,https://music.youtube.com/watch?v=c776nK4no0Q,Wounded Masquerade,my lungs are just rooms for ghosts,Wounded Masquerade,my lungs are just rooms for ghosts,Wounded Masquerade,176,,,,,,missing,,not_found,,,,,,,
128,8ZNucRs1hf8,https://music.youtube.com/watch?v=8ZNucRs1hf8,Finnegan Tui,Denna,Finnegan Tui,Denna,"Lost Tales, Vol. 1",211,G,major,103,,,manual_entry,1.0000,,manual,,,,,,
129,4iKqzUEmKGA,https://music.youtube.com/watch?v=4iKqzUEmKGA,Atrium Carceri,Pathway to Nothing,Atrium Carceri,Pathway to Nothing,Forgotten Gods,283,,,,,,missing,,not_found,,,,,,,
130,PsGZAB358-Q,https://music.youtube.com/watch?v=PsGZAB358-Q,Metatron Omega,Transfiguration,Metatron Omega,Transfiguration,Gnosis Dei,641,,minor,,,,matched,1.0000,,GetSongBPM,wZADNz,Transfiguration,Metatron Omega,https://getsongbpm.com/song/transfiguration/wZADNz,,
131,2ZrdFqza28k,https://music.youtube.com/watch?v=2ZrdFqza28k,Julio Iglesias,Mammy Blue,Julio Iglesias,Mammy Blue,Crazy,256,A,minor,107,4/4,1m,matched,1.0000,,GetSongBPM,2726v,Mammy Blue,Julio Iglesias,https://getsongbpm.com/song/mammy-blue/2726v,64,68
132,TNdS1lxvtkU,https://music.youtube.com/watch?v=TNdS1lxvtkU,Black Label Society,Superterrorizer,Black Label Society,Superterrorizer,Stronger Than Death,334,F#,major,124,4/4,7d,matched,1.0000,,GetSongBPM,oZO6X,Superterrorizer,Black Label Society,https://getsongbpm.com/song/superterrorizer/oZO6X,37,1
133,p1g0qoJWUgU,https://music.youtube.com/watch?v=p1g0qoJWUgU,Ozzy Osbourne,Dreamer,Ozzy Osbourne,Dreamer,Down To Earth,285,C#,major,79,4/4,8d,matched,1.0000,,GetSongBPM,19VXq,Dreamer,Ozzy Osbourne,https://getsongbpm.com/song/dreamer/19VXq,50,7
134,TD-wb3drwl4,https://music.youtube.com/watch?v=TD-wb3drwl4,Joe Dassin,Salut,Joe Dassin,Salut,Joe Dassin,201,D,minor,108,4/4,12m,manual_accept,0.9446,,GetSongBPM,mZz4op,Salut,Joe Dassin,https://getsongbpm.com/song/salut/mZz4op,69,44
135,XZ5uNaChjfM,https://music.youtube.com/watch?v=XZ5uNaChjfM,Yves Montand,Sous Le Ciel De Paris,Yves Montand,Sous Le Ciel De Paris,Les Chansons d' Yves Montand,178,C,major,71,,,manual_entry,1.0000,,manual,,,,,,
136,7UCQMt0k4zk,https://music.youtube.com/watch?v=7UCQMt0k4zk,Metatron Omega,Apotheosis,Metatron Omega,Apotheosis,Gnosis Dei,461,,minor,,,,matched,1.0000,,GetSongBPM,n8oqAP,Apotheosis,Metatron Omega,https://getsongbpm.com/song/apotheosis/n8oqAP,,
138,MY0F-caCOiw,https://music.youtube.com/watch?v=MY0F-caCOiw,Hélène Ségara; Joe Dassin,Salut,Hélène Ségara; Joe Dassin,Salut,Et si tu n'existais pas,195,D,minor,86,4/4,12m,matched,1.0000,,GetSongBPM,YWy0OA,Salut,Hélène Ségara,https://getsongbpm.com/song/salut/YWy0OA,34,83
139,-K9PM3_lAgQ,https://music.youtube.com/watch?v=-K9PM3_lAgQ,John Murphy,Adagio in D Minor,John Murphy,Adagio in D Minor,Adagio in D Minor,250,G,major,119,,,manual_entry,1.0000,,manual,,,,,,
140,TP0_3JMntAc,https://music.youtube.com/watch?v=TP0_3JMntAc,Metatron Omega,Megalosthronos,Metatron Omega,Megalosthronos,Isih,395,,,,,,missing,,not_found,,,,,,,
141,wSl1UKYH6eI,https://music.youtube.com/watch?v=wSl1UKYH6eI,Raison D'être,Towards Desolation,Raison D'être,Towards Desolation,Requiem for Abandoned Souls (Expanded),525,D,major,87,4/4,3d,matched,0.9904,,GetSongBPM,KL6Ggn,Towards Desolation,raison d'être,https://getsongbpm.com/song/towards-desolation/KL6Ggn,9,63
142,PqWhoDc0PdE,https://music.youtube.com/watch?v=PqWhoDc0PdE,Heilung,Afhomon,Heilung,Afhomon,Ofnir,821,C#,major,88,4/4,8d,matched,1.0000,,GetSongBPM,VvpZlz,Afhomon,Heilung,https://getsongbpm.com/song/afhomon/VvpZlz,28,5
143,AGXxQ1QMhYw,https://music.youtube.com/watch?v=AGXxQ1QMhYw,Crowbar,REPULSIVE IN ITS SPLENDID BEAUTY,Crowbar,REPULSIVE IN ITS SPLENDID BEAUTY,Sonic Excess In Its Purest Form,239,A,major,132,4/4,4d,matched,1.0000,,GetSongBPM,5RBwR,Repulsive in Its Splendid Beauty,Crowbar,https://getsongbpm.com/song/repulsive-in-its-splendid-beauty/5RBwR,22,1
144,2GdWWPVMITc,https://music.youtube.com/watch?v=2GdWWPVMITc,Emerelle,"Evenstar (""Lord of the Rings"")",Emerelle,"Evenstar (""Lord of the Rings"")",Those Who Wander,211,,,,,,missing,,not_found,,,,,,,
145,98nWAuL87rk,https://music.youtube.com/watch?v=98nWAuL87rk,Swordlender,Ancient Mountain,Swordlender,Ancient Mountain,Where Heathens Roam,139,D,major,115,,,manual_entry,1.0000,,manual,,,,,,
146,vJ_rSbiKGTI,https://music.youtube.com/watch?v=vJ_rSbiKGTI,Swordlender,Caverns of the Old Gods,Swordlender,Caverns of the Old Gods,Where Heathens Roam,266,C,major,92,,,manual_entry,1.0000,,manual,,,,,,
147,Lv2RhoQRig0,https://music.youtube.com/watch?v=Lv2RhoQRig0,Lisa Gerrard; Patrick Cassidy,I Asked For Love,Lisa Gerrard; Patrick Cassidy,I Asked For Love,Immortal Memory,301,F#,major,67,3/4,7d,matched,1.0000,,GetSongBPM,PZ3lB6,I Asked for Love,Lisa Gerrard,https://getsongbpm.com/song/i-asked-for-love/PZ3lB6,11,95
148,cSTBio-SnRw,https://music.youtube.com/watch?v=cSTBio-SnRw,Crowbar,Embracing Emptiness,Crowbar,Embracing Emptiness,Time Heals Nothing,218,E,major,128,4/4,5d,matched,1.0000,,GetSongBPM,gE5j,Embracing Emptiness,Crowbar,https://getsongbpm.com/song/embracing-emptiness/gE5j,51,2
149,bagdrYMn9R0,https://music.youtube.com/watch?v=bagdrYMn9R0,Nocturnal Depression,Spring,Nocturnal Depression,Spring,Four Seasons to a Depression,636,A,major,126,,,manual_entry,1.0000,,manual,,,,,,
151,fTc4bzYAmmU,https://music.youtube.com/watch?v=fTc4bzYAmmU,Nocturnal Depression,Anthem to Self Destruction,Nocturnal Depression,Anthem to Self Destruction,Deathcade,454,A,minor,95,4/4,1m,manual_accept_broader,0.9875,,GetSongBPM,wZNV91,Anthem To Self-Destruction,Nocturnal Depression,https://getsongbpm.com/song/anthem-to-self-destruction/wZNV91,33,1
153,baaDERtnt2o,https://music.youtube.com/watch?v=baaDERtnt2o,FLat7,パス・トゥ・ハート - Path To Heart,FLat7,パス・トゥ・ハート - Path To Heart,A SWEET GLOW OF SILENCE,235,,,,,,missing,,not_found,,,,,,,
155,Nfh0IJikKVo,https://music.youtube.com/watch?v=Nfh0IJikKVo,Pogomix,Boy & Bear,Pogomix,Pogo - Boy & Bear,,201,,,,,,missing,,manual_reject_broader,,,,,,,
159,HyejjJA8tqI,https://music.youtube.com/watch?v=HyejjJA8tqI,Famous Fhil,Million Dollar Baby,Famous Fhil,Million Dollar Baby,Million Dollar Baby,216,C#,minor,138,,,manual_entry,1.0000,,manual,,,,,,
160,Jnkm6kM4Tn0,https://music.youtube.com/watch?v=Jnkm6kM4Tn0,揽佬SKAI ISYOURGOD,求签,揽佬SKAI ISYOURGOD,求签,求签,174,,,,,,missing,,not_found,,,,,,,
161,yWT-UopFlAs,https://music.youtube.com/watch?v=yWT-UopFlAs,攬佬SKAI ISYOURGOD & AR劉夫陽,大展鴻圖(Blueprint Supreme),攬佬SKAI ISYOURGOD & AR劉夫陽,大展鴻圖(Blueprint Supreme),八方來財(Stacks from All Sides),213,,,,,,missing,,not_found,,,,,,,
164,_Llli2oIIIE,https://music.youtube.com/watch?v=_Llli2oIIIE,Lian Ross,Mamy Blue,Lian Ross,Mamy Blue,V,277,F#,minor,108,,,manual_entry,1.0000,,manual,,,,,,
165,c1ZCYY-4lAM,https://music.youtube.com/watch?v=c1ZCYY-4lAM,Modern Talking,Cheri Cheri Lady,Modern Talking,Cheri Cheri Lady,Let's Talk About Love,227,A#,major,117,4/4,11d,matched,0.9904,,GetSongBPM,BQ0Ok,Cheri Cheri Lady,Modern Talking,https://getsongbpm.com/song/cheri-cheri-lady/BQ0Ok,68,50
166,RTf2xoWGAJo,https://music.youtube.com/watch?v=RTf2xoWGAJo,Marilyn Manson,Angel With The Scabbed Wings,Marilyn Manson,Angel With The Scabbed Wings,Antichrist Superstar,232,G#,major,108,4/4,9d,matched,1.0000,,GetSongBPM,KZ5qGl,Angel With the Scabbed Wings,Marilyn Manson,https://getsongbpm.com/song/angel-with-the-scabbed-wings/KZ5qGl,63,1
168,cUwnLvgdo5g,https://music.youtube.com/watch?v=cUwnLvgdo5g,攬佬SKAI ISYOURGOD,八方來財(Stacks from All Sides),攬佬SKAI ISYOURGOD,八方來財(Stacks from All Sides),八方來財(Stacks from All Sides),174,,,,,,missing,,not_found,,,,,,,
173,-grPV-Fae6I,https://music.youtube.com/watch?v=-grPV-Fae6I,Eminem,Not Afraid,Eminem,Not Afraid,Recovery,249,C,minor,112,5/4,10m,matched,1.0000,,GetSongBPM,1rQrpo,Not Afraid,Eminem,https://getsongbpm.com/song/not-afraid/1rQrpo,86,53
180,doLscIcF4tQ,https://music.youtube.com/watch?v=doLscIcF4tQ,Дмитрий Хворостовский & Санкт-Петербургский камерный хор дирижер Корнев Николай,Милость мира,Дмитрий Хворостовский & Санкт-Петербургский камерный хор дирижер Корнев Николай,Милость мира,Верую. Православная,217,,,,,,missing,,not_found,,,,,,,
182,9U6suxc3kIs,https://music.youtube.com/watch?v=9U6suxc3kIs,Travis Scott; GloRilla,SHYNE,Travis Scott; GloRilla,SHYNE,JACKBOYS 2,194,C,major,148,,,manual_entry,1.0000,,manual,,,,,,
183,sapvbf2CKoE,https://music.youtube.com/watch?v=sapvbf2CKoE,Misanthrop,Blod Besvimelse,Judike,Blod Besvimelse   Misanthrop HQ remake,,184,,,,,,missing,,not_found,,,,,,,
184,NGIx9z5k3Go,https://music.youtube.com/watch?v=NGIx9z5k3Go,PATRIARKH,WIERSZALIN V,PATRIARKH,WIERSZALIN V,PROPHET ILJA,258,,,,,,missing,,not_found,,,,,,,
185,gXuDUwfwhgI,https://music.youtube.com/watch?v=gXuDUwfwhgI,Felix Colgrave,Infernum,Cool Guy,Royal Noises from Dead Kingdoms: 6. Infernum,,171,,,,,,missing,,not_found,,,,,,,
186,MGdwIdrFF20,https://music.youtube.com/watch?v=MGdwIdrFF20,Felix Colgrave,Dead Rat,Cool Guy,Royal Noises from Dead Kingdoms: 2. Dead Rat,,128,,,,,,missing,,not_found,,,,,,,
187,dB_c7oZWo1g,https://music.youtube.com/watch?v=dB_c7oZWo1g,DESIRELESS,"Voyage, Voyage",DESIRELESS,"Voyage, Voyage",Francois,265,B,major,123,4/4,6d,matched,1.0000,,GetSongBPM,ol2qz,"Voyage, voyage",Desireless,https://getsongbpm.com/song/voyage-voyage/ol2qz,61,25
189,pB-B6DUY0OY,https://music.youtube.com/watch?v=pB-B6DUY0OY,Eminem,Venom (Music From The Motion Picture),Eminem,Venom (Music From The Motion Picture),Kamikaze,270,,,,,,missing,,not_found,,,,,,,
192,dWRgADGoEIw,https://music.youtube.com/watch?v=dWRgADGoEIw,Irfan,Outremer,Irfan,Outremer,Irfan,258,F,major,150,4/4,12d,matched,1.0000,,GetSongBPM,vGlG0,Outremer,Irfan,https://getsongbpm.com/song/outremer/vGlG0,63,85
193,wVWNFuk4N2M,https://music.youtube.com/watch?v=wVWNFuk4N2M,Byzantine Choir,Kyrie Eleison,Byzantine Choir,Kyrie Eleison,Kyrie Eleison,177,B,minor,134,,,manual_entry,1.0000,,manual,,,,,,
195,8XX6qHRQV7I,https://music.youtube.com/watch?v=8XX6qHRQV7I,Jocelyn Pook,Backwards Priests,Jocelyn Pook,Backwards Priests,Deluge,218,,minor,,,,matched,1.0000,,GetSongBPM,Oyqq8r,Backwards Priests,Jocelyn Pook,https://getsongbpm.com/song/backwards-priests/Oyqq8r,,
196,AeedWEyMYYo,https://music.youtube.com/watch?v=AeedWEyMYYo,Teddy Swims,Lose Control,Teddy Swims,Lose Control,I've Tried Everything But Therapy (Part 1),211,A,major,160,,,manual_entry,1.0000,,manual,,,,,,
197,gqXde_na_YA,https://music.youtube.com/watch?v=gqXde_na_YA,Земфира,П.М.М.Л.,Земфира,П.М.М.Л.,ПРОСТИ МЕНЯ МОЯ ЛЮБОВЬ,218,,,,,,missing,,not_found,,,,,,,
199,pXO588Hzmjg,https://music.youtube.com/watch?v=pXO588Hzmjg,Pogo,Here Now,Pogo,Here Now,Kindred Shadow,170,B,minor,122,4/4,3m,matched,1.0000,,GetSongBPM,gpJj9D,Here Now,Pogo,https://getsongbpm.com/song/here-now/gpJj9D,78,4
200,3M7_SeLICbg,https://music.youtube.com/watch?v=3M7_SeLICbg,Pogo,Forget,Pogo,Forget,Kindred Shadow,165,G#,minor,108,4/4,6m,matched,1.0000,,GetSongBPM,28kmwW,Forget,Pogo,https://getsongbpm.com/song/forget/28kmwW,84,15
201,H5Vrom3ngSE,https://music.youtube.com/watch?v=H5Vrom3ngSE,Pogo,Grover Groove,Pogo,Grover Groove,Grover Groove,249,,,,,,missing,,not_found,,,,,,,
202,irjLJca6PHI,https://music.youtube.com/watch?v=irjLJca6PHI,Pogo,No Worries,Pogo,No Worries,Kindred Shadow,209,F#,minor,106,4/4,4m,matched,1.0000,,GetSongBPM,361nx9,No Worries,Pogo,https://getsongbpm.com/song/no-worries/361nx9,79,24
204,G-8KOmo5nps,https://music.youtube.com/watch?v=G-8KOmo5nps,Ghost,Zenith,Ghost,Zenith,13 Commandments,365,F,minor,122,,,manual_entry,1.0000,,manual,,,,,,
206,oG-4Uvhm4lI,https://music.youtube.com/watch?v=oG-4Uvhm4lI,Lady Gaga,Poker Face,Lady Gaga,Poker Face,The Fame,238,G#,minor,234,4/4,6m,matched,1.0000,,GetSongBPM,DkGKvK,Poker Face,Lady Gaga,https://getsongbpm.com/song/poker-face/DkGKvK,85,14
207,JhulBGMA7G4,https://music.youtube.com/watch?v=JhulBGMA7G4,Daft Punk,"Harder, Better, Faster, Stronger",Daft Punk,"Harder, Better, Faster, Stronger",Discovery,227,F#,minor,123,4/4,4m,matched,1.0000,,GetSongBPM,Z4n5J,"Harder, Better, Faster, Stronger",Daft Punk,https://getsongbpm.com/song/harder-better-faster-stronger/Z4n5J,82,5
208,Hw2z_MdSf-k,https://music.youtube.com/watch?v=Hw2z_MdSf-k,Bob Sinclar,"World, Hold On (Children of the Sky) (feat. Steve Edwards)",Bob Sinclar,"World, Hold On (Children of the Sky) (feat. Steve Edwards)",Western Dream,402,G#,minor,127,,,manual_entry,1.0000,,manual,,,,,,
210,0XckZswzCKs,https://music.youtube.com/watch?v=0XckZswzCKs,Ottawan,Hands Up,Ottawan,Hands Up,Ottawan 2,290,G#,major,123,4/4,9d,matched,1.0000,,GetSongBPM,gLjZv6,Hands Up,Ottawan,https://getsongbpm.com/song/hands-up/gLjZv6,89,61
211,EO51YkA3qys,https://music.youtube.com/watch?v=EO51YkA3qys,Ottawan,D.I.S.C.O.,Ottawan,D.I.S.C.O.,D.I.S.C.O.,302,G,minor,122,4/4,11m,matched,0.9333,,GetSongBPM,rRx8K6,D.I.S.C.O.,Ottawan,https://getsongbpm.com/song/dpointipointspointcpointopoint/rRx8K6,72,12
212,OAC4ItP0xWM,https://music.youtube.com/watch?v=OAC4ItP0xWM,Lipps Inc.,Funkytown,Lipps Inc.,Funkytown,Mouth to Mouth,471,B,major,123,4/4,6d,manual_accept_broader,1.0000,,GetSongBPM,R6rW9L,Funkytown,"Lipps, Inc.",https://getsongbpm.com/song/funkytown/R6rW9L,91,1
213,tz6u9suVNlY,https://music.youtube.com/watch?v=tz6u9suVNlY,Kansas,Carry on Wayward Son,Kansas,Carry on Wayward Son,Leftoverture (Expanded Edition),323,G,major,123,4/4,2d,matched,0.9904,,GetSongBPM,nrg0E,Carry On Wayward Son,Kansas,https://getsongbpm.com/song/carry-on-wayward-son/nrg0E,49,1
214,626uq6qqavY,https://music.youtube.com/watch?v=626uq6qqavY,Silent Rhythm,Starry Night,Silent Rhythm,Starry Night,Fall Asleep in Under 3 Minutes,1797,C#,minor,143,,,manual_entry,1.0000,,manual,,,,,,
215,Eq8ZiZ9xiLw,https://music.youtube.com/watch?v=Eq8ZiZ9xiLw,Pink Floyd,Have a Cigar,Pink Floyd,Have a Cigar,Wish You Were Here,308,E,minor,120,4/4,2m,manual_accept,1.0000,,GetSongBPM,j0AjDB,Have a Cigar,Pink Floyd,https://getsongbpm.com/song/have-a-cigar/j0AjDB,46,41
216,qOja7RR16Hw,https://music.youtube.com/watch?v=qOja7RR16Hw,The Doors,Strange Days,The Doors,Strange Days,Strange Days,190,E,minor,119,4/4,2m,matched,1.0000,,GetSongBPM,L8m0RX,Strange Days,The Doors,https://getsongbpm.com/song/strange-days/L8m0RX,70,69
217,q9NtWkikVAE,https://music.youtube.com/watch?v=q9NtWkikVAE,Pink Floyd,Money,Pink Floyd,Money,The Dark Side of the Moon,383,B,minor,122,1/4,3m,matched,1.0000,,GetSongBPM,58ZgA,Money,Pink Floyd,https://getsongbpm.com/song/money/58ZgA,47,3
218,rd3pCS4fkFA,https://music.youtube.com/watch?v=rd3pCS4fkFA,Big Brother & The Holding Company; Janis Joplin,I Need a Man to Love,Big Brother & The Holding Company; Janis Joplin,I Need a Man to Love,Cheap Thrills,294,E,minor,182,4/4,2m,matched,1.0000,,GetSongBPM,Q1J2G,I Need a Man to Love,Big Brother & The Holding Company,https://getsongbpm.com/song/i-need-a-man-to-love/Q1J2G,32,8
219,blhEVJkgAtQ,https://music.youtube.com/watch?v=blhEVJkgAtQ,Engelbert Humperdinck,Love Me With All Your Heart (Cuando Calienta El Sol),Engelbert Humperdinck,Love Me With All Your Heart (Cuando Calienta El Sol),We Made It Happen,202,C#,major,73,,,manual_entry,1.0000,,manual,,,,,,
220,qftKX487O6E,https://music.youtube.com/watch?v=qftKX487O6E,The Animals,It's My Life,The Animals,It's My Life,Most of the Animals,190,C#,major,122,4/4,8d,matched,0.9893,,GetSongBPM,Qkx17l,It's My Life,The Animals,https://getsongbpm.com/song/it-s-my-life/Qkx17l,56,1
221,DDU_LlOMK0k,https://music.youtube.com/watch?v=DDU_LlOMK0k,Maceo,The Soul Of A Black Man,Maceo,The Soul Of A Black Man,Us,639,A#,minor,144,,,manual_entry,1.0000,,manual,,,,,,
222,8Mzxp-b3q7U,https://music.youtube.com/watch?v=8Mzxp-b3q7U,Triads; Gimp,Now I Can Hold My Head Up High,Triads; Gimp,Now I Can Hold My Head Up High,Now I Can Hold My Head Up High b/w If You're Looking for Love,201,D#,major,152,,,manual_entry,1.0000,,manual,,,,,,
223,WX843EZZdLI,https://music.youtube.com/watch?v=WX843EZZdLI,Metallica,Bleeding Me,Metallica,Bleeding Me,Load,499,D#,minor,117,4/4,7m,matched,1.0000,,GetSongBPM,o795j,Bleeding Me,Metallica,https://getsongbpm.com/song/bleeding-me/o795j,40,1
224,hJijVHeL5sA,https://music.youtube.com/watch?v=hJijVHeL5sA,Dope,Dirty World,Dope,Dirty World,No Regrets,181,D,major,152,4/4,3d,matched,1.0000,,GetSongBPM,xvWVVn,Dirty World,Dope,https://getsongbpm.com/song/dirty-world/xvWVVn,53,1
225,7EUipDulX8c,https://music.youtube.com/watch?v=7EUipDulX8c,Them Two,Am I a Good Man,Them Two,Am I a Good Man,Eccentric Soul: The Deep City Label,192,D#,minor,177,,,manual_entry,1.0000,,manual,,,,,,
226,sPI6aOeAuF0,https://music.youtube.com/watch?v=sPI6aOeAuF0,what i hate about atom eve,thanks to you,what i hate about atom eve,thanks to you,thanks to you,277,C,major,125,,,manual_entry,1.0000,,manual,,,,,,
227,UBExi-V4r80,https://music.youtube.com/watch?v=UBExi-V4r80,Scott McKenzie,San Francisco (Be Sure to Wear Flowers in Your Hair) (Single Version),Scott McKenzie,San Francisco (Be Sure to Wear Flowers in Your Hair) (Single Version),San Francisco,179,G,major,113,4/4,2d,matched,0.9208,,GetSongBPM,yPwWnz,San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,https://getsongbpm.com/song/san-francisco-be-sure-to-wear-flowers-in-your-hair/yPwWnz,57,43
228,0g16tSwpvwQ,https://music.youtube.com/watch?v=0g16tSwpvwQ,Peppino Gagliardi,Che vuole questa musica stasera,Peppino Gagliardi,Che vuole questa musica stasera,Aspettando il sole (Original Motion Picture Soundtrack),220,,,,,,missing,,not_found,,,,,,,
229,QzrFE8Geq_8,https://music.youtube.com/watch?v=QzrFE8Geq_8,Shirley Bassey,(Where Do I Begin) Love Story,Shirley Bassey,(Where Do I Begin) Love Story,The Singles,198,D,minor,94,4/4,12m,matched,0.9657,,GetSongBPM,xk7oLz,(Where Do I Begin) Love Story,Shirley Bassey,https://getsongbpm.com/song/where-do-i-begin-love-story/xk7oLz,39,64
230,zlSjfJTyzVM,https://music.youtube.com/watch?v=zlSjfJTyzVM,Deftones,souvenir,Deftones,souvenir,private music,371,D,minor,138,,,manual_entry,1.0000,,manual,,,,,,
231,ieOCKmLevc0,https://music.youtube.com/watch?v=ieOCKmLevc0,Decalius,Tortured,Decalius,Tortured,Isolated From Life (2021),303,G#,major,83,,,manual_entry,1.0000,,manual,,,,,,
232,7CKrMkCmBsY,https://music.youtube.com/watch?v=7CKrMkCmBsY,Smother dsbm,pain agony (Dsbm),Smother dsbm,Smother - pain agony (Dsbm),,315,,,,,,missing,,not_found,,,,,,,
